id,required_skills,candidate_skills,degree,years_experience,overlap,fit,probability,missing_skills,degree_encoded,skill_match_ratio,candidate_coverage,required_skill_count,skills_text
FIT0228,"Azure, Docker, Excel, Flask, GraphQL, Linux, React","AWS, Hadoop, Node.js, Pandas, R, Scikit-learn, TensorFlow",Masters,3.4,0.0,0,0.312,"Azure, Docker, Excel, Flask, GraphQL, Linux, React",1.0,0.0,0.0,7.0,"Azure, Docker, Excel, Flask, GraphQL, Linux, React AWS, Hadoop, Node.js, Pandas, R, Scikit-learn, TensorFlow"
FIT0229,"AWS, Azure, Flask, GCP, PyTorch","ETL, GCP, Git, Java, Kubernetes, Linux, Node.js, SQL, Spark",Bachelors,1.7,1.0,1,0.301,"AWS, Azure, Flask, PyTorch",0.0,0.2,0.1111111111111111,5.0,"AWS, Azure, Flask, GCP, PyTorch ETL, GCP, Git, Java, Kubernetes, Linux, Node.js, SQL, Spark"
FIT0230,"Azure, Flask, Git, React, Scikit-learn, Tableau","Airflow, ETL, JavaScript, PyTorch, SQL, Scikit-learn",Bachelors,0.0,1.0,0,0.25,"Azure, Flask, Git, React, Tableau",0.0,0.16666666666666666,0.16666666666666666,6.0,"Azure, Flask, Git, React, Scikit-learn, Tableau Airflow, ETL, JavaScript, PyTorch, SQL, Scikit-learn"
FIT0231,"Airflow, ETL, Git, REST, React, SQL, Tableau, TypeScript","GCP, Java, PyTorch, R",Bachelors,2.4,,1,0.222,"Airflow, ETL, Git, REST, React, SQL, Tableau, TypeScript",0.0,0.0,0.0,8.0,"Airflow, ETL, Git, REST, React, SQL, Tableau, TypeScript GCP, Java, PyTorch, R"
FIT0232,"Airflow, Linux, Pandas, Power BI, PyTorch, Scikit-learn, Spark, TensorFlow","AWS, Azure, Django, Git, Java, JavaScript, PyTorch, Scikit-learn",Masters,5.4,2.0,0,0.572,"Airflow, Linux, Pandas, Power BI, Spark, TensorFlow",1.0,0.25,0.25,8.0,"Airflow, Linux, Pandas, Power BI, PyTorch, Scikit-learn, Spark, TensorFlow AWS, Azure, Django, Git, Java, JavaScript, PyTorch, Scikit-learn"
FIT0233,"Azure, Django, Flask, JavaScript, NumPy","Airflow, Azure, CI/CD, Excel, Hadoop, Node.js, NumPy, R, TensorFlow, TypeScript",Bachelors,5.0,2.0,0,0.5,"Django, Flask, JavaScript",0.0,0.4,0.2,5.0,"Azure, Django, Flask, JavaScript, NumPy Airflow, Azure, CI/CD, Excel, Hadoop, Node.js, NumPy, R, TensorFlow, TypeScript"
FIT0234,"Airflow, Azure, Excel, Java, Linux, Power BI, Spark, TypeScript","Linux, Pandas, R, SQL",Bachelors,5.7,1.0,0,0.421,"Airflow, Azure, Excel, Java, Power BI, Spark, TypeScript",0.0,0.125,0.25,8.0,"Airflow, Azure, Excel, Java, Linux, Power BI, Spark, TypeScript Linux, Pandas, R, SQL"
FIT0235,"Azure, Django, Flask, Node.js, PyTorch, Python","Airflow, Azure, Docker, Flask, GraphQL, Hadoop, Java, React, Spark, TensorFlow",Bachelors,5.6,2.0,1,0.518,"Django, Node.js, PyTorch, Python",0.0,0.3333333333333333,0.2,6.0,"Azure, Django, Flask, Node.js, PyTorch, Python Airflow, Azure, Docker, Flask, GraphQL, Hadoop, Java, React, Spark, TensorFlow"
FIT0236,"CI/CD, Docker, Excel, Java, PyTorch, R, Scikit-learn","Excel, Flask, Kubernetes, Node.js, NumPy, R, REST, TensorFlow",Bachelors,3.6,2.0,0,0.458,"CI/CD, Docker, Java, PyTorch, Scikit-learn",0.0,0.2857142857142857,0.25,7.0,"CI/CD, Docker, Excel, Java, PyTorch, R, Scikit-learn Excel, Flask, Kubernetes, Node.js, NumPy, R, REST, TensorFlow"
FIT0237,"Django, GraphQL, Hadoop, Linux, Pandas, PyTorch, R","CI/CD, Flask, GCP, Linux, Node.js, Pandas, Scikit-learn, Spark, Tableau",Masters,4.3,2.0,0,0.539,"Django, GraphQL, Hadoop, PyTorch, R",1.0,0.2857142857142857,0.2222222222222222,7.0,"Django, GraphQL, Hadoop, Linux, Pandas, PyTorch, R CI/CD, Flask, GCP, Linux, Node.js, Pandas, Scikit-learn, Spark, Tableau"
FIT0238,"Azure, Django, Flask, NumPy, Python, SQL, TypeScript","Django, ETL, NumPy, React, SQL",Bachelors,2.3,3.0,0,0.519,"Azure, Flask, Python, TypeScript",0.0,0.42857142857142855,0.6,7.0,"Azure, Django, Flask, NumPy, Python, SQL, TypeScript Django, ETL, NumPy, React, SQL"
FIT0239,"Flask, GraphQL, Kubernetes, Pandas, Power BI, Scikit-learn, Spark, TensorFlow","Java, NumPy, Pandas, Power BI, React, Spark",Bachelors,5.0,3.0,1,0.6,"Flask, GraphQL, Kubernetes, Scikit-learn, TensorFlow",0.0,0.375,0.5,8.0,"Flask, GraphQL, Kubernetes, Pandas, Power BI, Scikit-learn, Spark, TensorFlow Java, NumPy, Pandas, Power BI, React, Spark"
FIT0240,"Docker, Git, SQL, Scikit-learn, TypeScript",,Bachelors,2.1,1.0,0,0.313,"Docker, Git, Scikit-learn, TypeScript",0.0,0.0,0.0,5.0,"Docker, Git, SQL, Scikit-learn, TypeScript "
FIT0241,"Azure, Docker, Git, GraphQL, Hadoop, JavaScript, Python, Tableau","CI/CD, GCP, Git, Java, Kubernetes, Linux, Node.js, R, TypeScript",Bachelors,0.3,1.0,0,0.259,"Azure, Docker, GraphQL, Hadoop, JavaScript, Python, Tableau",0.0,0.125,0.1111111111111111,8.0,"Azure, Docker, Git, GraphQL, Hadoop, JavaScript, Python, Tableau CI/CD, GCP, Git, Java, Kubernetes, Linux, Node.js, R, TypeScript"
FIT0242,"AWS, Airflow, Django, GCP, Hadoop, React, Tableau, TypeScript","Airflow, Docker, Pandas, SQL, Spark, Tableau",Masters,6.3,2.0,1,0.599,"AWS, Django, GCP, Hadoop, React, TypeScript",1.0,0.25,0.3333333333333333,8.0,"AWS, Airflow, Django, GCP, Hadoop, React, Tableau, TypeScript Airflow, Docker, Pandas, SQL, Spark, Tableau"
FIT0243,"Docker, Hadoop, Kubernetes, Linux, NumPy, Python, Scikit-learn","Azure, Django, ETL, Git, GraphQL, Kubernetes, PyTorch, R, REST",Bachelors,4.7,1.0,1,0.391,"Docker, Hadoop, Linux, NumPy, Python, Scikit-learn",0.0,0.14285714285714285,0.1111111111111111,7.0,"Docker, Hadoop, Kubernetes, Linux, NumPy, Python, Scikit-learn Azure, Django, ETL, Git, GraphQL, Kubernetes, PyTorch, R, REST"
FIT0244,"Django, ETL, Excel, GraphQL, Kubernetes, NumPy, SQL, Scikit-learn","Excel, Flask, Git, Kubernetes, NumPy, Power BI, PyTorch, REST, Spark",PhD,3.8,3.0,1,0.624,"Django, ETL, GraphQL, SQL, Scikit-learn",2.0,0.375,0.3333333333333333,8.0,"Django, ETL, Excel, GraphQL, Kubernetes, NumPy, SQL, Scikit-learn Excel, Flask, Git, Kubernetes, NumPy, Power BI, PyTorch, REST, Spark"
FIT0245,"Azure, Docker, Git, Python, SQL, Spark","Docker, Excel, Flask, Linux, PyTorch, REST, TensorFlow",Bachelors,2.8,1.0,0,0.334,"Azure, Git, Python, SQL, Spark",0.0,0.16666666666666666,0.14285714285714285,6.0,"Azure, Docker, Git, Python, SQL, Spark Docker, Excel, Flask, Linux, PyTorch, REST, TensorFlow"
FIT0246,"AWS, CI/CD, Java, JavaScript, Kubernetes, SQL","Django, Java, Python, SQL",,0.7,2.0,0,0.371,"AWS, CI/CD, JavaScript, Kubernetes",0.0,0.3333333333333333,0.5,6.0,"AWS, CI/CD, Java, JavaScript, Kubernetes, SQL Django, Java, Python, SQL"
FIT0247,"Docker, ETL, Flask, Linux, Pandas, REST, TensorFlow","AWS, CI/CD, Django, ETL, Excel, GraphQL, Hadoop, Spark, TypeScript",No Degree,3.6,1.0,0,0.358,"Docker, Flask, Linux, Pandas, REST, TensorFlow",0.0,0.14285714285714285,0.1111111111111111,7.0,"Docker, ETL, Flask, Linux, Pandas, REST, TensorFlow AWS, CI/CD, Django, ETL, Excel, GraphQL, Hadoop, Spark, TypeScript"
FIT0248,"Excel, Java, JavaScript, Linux, React","Excel, GCP, GraphQL, React, Scikit-learn, TensorFlow",Masters,5.5,2.0,0,0.575,"Java, JavaScript, Linux",1.0,0.4,0.3333333333333333,5.0,"Excel, Java, JavaScript, Linux, React Excel, GCP, GraphQL, React, Scikit-learn, TensorFlow"
FIT0249,"AWS, Django, Docker, GCP, REST, React, TensorFlow","CI/CD, Docker, ETL, Kubernetes, Linux, Scikit-learn, Tableau",Bachelors,2.6,1.0,0,0.328,"AWS, Django, GCP, REST, React, TensorFlow",0.0,0.14285714285714285,0.14285714285714285,7.0,"AWS, Django, Docker, GCP, REST, React, TensorFlow CI/CD, Docker, ETL, Kubernetes, Linux, Scikit-learn, Tableau"
FIT0250,"Flask, Git, GraphQL, Java, Kubernetes, Linux, Scikit-learn","GraphQL, Node.js, NumPy, Pandas, R, React, SQL, Spark, TensorFlow, TypeScript",Masters,0.0,1.0,1,0.31,"Flask, Git, Java, Kubernetes, Linux, Scikit-learn",1.0,0.14285714285714285,0.1,7.0,"Flask, Git, GraphQL, Java, Kubernetes, Linux, Scikit-learn GraphQL, Node.js, NumPy, Pandas, R, React, SQL, Spark, TensorFlow, TypeScript"
FIT0251,"Excel, Flask, Git, PyTorch, TensorFlow","Azure, Docker, Excel, Hadoop, Java, Kubernetes, PyTorch, R, Tableau",Bachelors,3.2,2.0,0,0.446,"Flask, Git, TensorFlow",0.0,0.4,0.2222222222222222,5.0,"Excel, Flask, Git, PyTorch, TensorFlow Azure, Docker, Excel, Hadoop, Java, Kubernetes, PyTorch, R, Tableau"
FIT0252,"Django, Docker, Excel, Hadoop, Power BI, R, Scikit-learn, TypeScript","Airflow, ETL, Excel, JavaScript, Pandas, Scikit-learn, TypeScript",Bachelors,3.5,3.0,1,0.555,"Django, Docker, Hadoop, Power BI, R",0.0,0.375,0.42857142857142855,8.0,"Django, Docker, Excel, Hadoop, Power BI, R, Scikit-learn, TypeScript Airflow, ETL, Excel, JavaScript, Pandas, Scikit-learn, TypeScript"
FIT0253,"Azure, ETL, JavaScript, Scikit-learn, Spark, TensorFlow","Airflow, CI/CD, Excel, Kubernetes, Power BI, PyTorch, R, REST, React, Spark",Bachelors,7.0,1.0,1,0.46,"Azure, ETL, JavaScript, Scikit-learn, TensorFlow",0.0,0.16666666666666666,0.1,6.0,"Azure, ETL, JavaScript, Scikit-learn, Spark, TensorFlow Airflow, CI/CD, Excel, Kubernetes, Power BI, PyTorch, R, REST, React, Spark"
FIT0254,"Airflow, Docker, GCP, Java, PyTorch","Airflow, CI/CD, Scikit-learn, TypeScript",Bachelors,3.8,1.0,0,0.364,"Docker, GCP, Java, PyTorch",0.0,0.2,0.25,5.0,"Airflow, Docker, GCP, Java, PyTorch Airflow, CI/CD, Scikit-learn, TypeScript"
FIT0255,"AWS, GCP, Git, Linux, Python, Scikit-learn","Docker, Flask, GCP, Git, Hadoop, JavaScript, Linux, NumPy, Python, R",Bachelors,2.8,4.0,0,0.634,"AWS, Scikit-learn",0.0,0.6666666666666666,0.4,6.0,"AWS, GCP, Git, Linux, Python, Scikit-learn Docker, Flask, GCP, Git, Hadoop, JavaScript, Linux, NumPy, Python, R"
FIT0256,"Docker, Java, Linux, SQL, TensorFlow","GCP, Hadoop, Linux, R, Tableau, TypeScript",Bachelors,1.9,1.0,0,0.307,"Docker, Java, SQL, TensorFlow",0.0,0.2,0.16666666666666666,5.0,"Docker, Java, Linux, SQL, TensorFlow GCP, Hadoop, Linux, R, Tableau, TypeScript"
FIT0257,"Excel, GraphQL, Hadoop, NumPy, Pandas, Python, R, SQL","Git, Kubernetes, NumPy, Pandas, PyTorch, SQL, TensorFlow, TypeScript",Bachelors,0.0,3.0,1,0.45,"Excel, GraphQL, Hadoop, Python, R",0.0,0.375,0.375,8.0,"Excel, GraphQL, Hadoop, NumPy, Pandas, Python, R, SQL Git, Kubernetes, NumPy, Pandas, PyTorch, SQL, TensorFlow, TypeScript"
FIT0258,"Azure, CI/CD, ETL, Excel, Node.js, NumPy","CI/CD, ETL, Node.js, Tableau",Bachelors,3.0,3.0,0,0.54,"Azure, Excel, NumPy",0.0,0.5,0.75,6.0,"Azure, CI/CD, ETL, Excel, Node.js, NumPy CI/CD, ETL, Node.js, Tableau"
FIT0259,"Java, JavaScript, Kubernetes, NumPy, Pandas","Django, GraphQL, Linux, React, Spark",PhD,4.7,0.0,0,0.351,"Java, JavaScript, Kubernetes, NumPy, Pandas",2.0,0.0,0.0,5.0,"Java, JavaScript, Kubernetes, NumPy, Pandas Django, GraphQL, Linux, React, Spark"
FIT0260,"AWS, Azure, Docker, GraphQL, Java, JavaScript, REST, Scikit-learn","Django, GCP, Hadoop, Linux, NumPy, Python, TensorFlow",Bachelors,4.7,0.0,0,0.291,"AWS, Azure, Docker, GraphQL, Java, JavaScript, REST, Scikit-learn",0.0,0.0,0.0,8.0,"AWS, Azure, Docker, GraphQL, Java, JavaScript, REST, Scikit-learn Django, GCP, Hadoop, Linux, NumPy, Python, TensorFlow"
FIT0261,"Airflow, Docker, ETL, Kubernetes, REST","AWS, Django, JavaScript, Linux, Power BI, R, Scikit-learn, Spark, Tableau, TensorFlow",,4.6,0.0,0,0.348,,0.0,0.0,0.0,5.0,"Airflow, Docker, ETL, Kubernetes, REST AWS, Django, JavaScript, Linux, Power BI, R, Scikit-learn, Spark, Tableau, TensorFlow"
FIT0262,"ETL, GCP, Node.js, NumPy, R, TypeScript","Azure, Django, Flask, Git, GraphQL, Kubernetes, Linux, PyTorch, React, Scikit-learn",Bachelors,7.8,0.0,1,0.384,"ETL, GCP, Node.js, NumPy, R, TypeScript",0.0,0.0,0.0,6.0,"ETL, GCP, Node.js, NumPy, R, TypeScript Azure, Django, Flask, Git, GraphQL, Kubernetes, Linux, PyTorch, React, Scikit-learn"
FIT0263,"Azure, CI/CD, GCP, Hadoop, Node.js, R, REST, TypeScript","AWS, ETL, GCP, Git, Pandas, REST",Bachelors,4.4,2.0,0,0.482,"Azure, CI/CD, Hadoop, Node.js, R, TypeScript",0.0,0.25,0.3333333333333333,8.0,"Azure, CI/CD, GCP, Hadoop, Node.js, R, REST, TypeScript AWS, ETL, GCP, Git, Pandas, REST"
FIT0264,"CI/CD, Django, GCP, Node.js, PyTorch, Python, R","AWS, Flask, NumPy, Python, SQL, TensorFlow, TypeScript",Bachelors,4.9,1.0,0,0.397,"CI/CD, Django, GCP, Node.js, PyTorch, R",0.0,0.14285714285714285,0.14285714285714285,7.0,"CI/CD, Django, GCP, Node.js, PyTorch, Python, R AWS, Flask, NumPy, Python, SQL, TensorFlow, TypeScript"
FIT0265,"AWS, Django, Docker, Hadoop, JavaScript, REST, Scikit-learn","ETL, Excel, GCP, GraphQL, Kubernetes, Node.js, SQL, TensorFlow",PhD,3.6,0.0,0,0.318,"AWS, Django, Docker, Hadoop, JavaScript, REST, Scikit-learn",2.0,0.0,0.0,7.0,"AWS, Django, Docker, Hadoop, JavaScript, REST, Scikit-learn ETL, Excel, GCP, GraphQL, Kubernetes, Node.js, SQL, TensorFlow"
FIT0266,"Docker, ETL, GCP, Pandas, Python, Spark","NumPy, PyTorch, Tableau, TypeScript",Masters,4.0,0.0,0,0.33,"Docker, ETL, GCP, Pandas, Python, Spark",1.0,0.0,0.0,6.0,"Docker, ETL, GCP, Pandas, Python, Spark NumPy, PyTorch, Tableau, TypeScript"
FIT0267,"CI/CD, Hadoop, Node.js, Pandas, REST, SQL","Airflow, GraphQL, Kubernetes, PyTorch, Python, React",No Degree,3.1,0.0,0,0.243,,0.0,0.0,0.0,6.0,"CI/CD, Hadoop, Node.js, Pandas, REST, SQL Airflow, GraphQL, Kubernetes, PyTorch, Python, React"
,"ETL, Flask, Java, REST, React","Excel, GCP, Linux, Python, Scikit-learn",Masters,2.9,0.0,0,0.297,"ETL, Flask, Java, REST, React",1.0,0.0,0.0,5.0,"ETL, Flask, Java, REST, React Excel, GCP, Linux, Python, Scikit-learn"
FIT0269,"Azure, CI/CD, GraphQL, Node.js, NumPy, Tableau","Airflow, CI/CD, Django, Excel, Hadoop, Node.js, R, React, Tableau, TensorFlow",PhD,4.4,3.0,1,0.642,"Azure, GraphQL, NumPy",2.0,0.5,0.3,6.0,"Azure, CI/CD, GraphQL, Node.js, NumPy, Tableau Airflow, CI/CD, Django, Excel, Hadoop, Node.js, R, React, Tableau, TensorFlow"
FIT0270,"CI/CD, Excel, Git, GraphQL, Java, Python, R","Azure, JavaScript, Pandas, PyTorch, REST, Spark",Bachelors,2.4,0.0,0,0.222,"CI/CD, Excel, Git, GraphQL, Java, Python, R",0.0,0.0,0.0,7.0,"CI/CD, Excel, Git, GraphQL, Java, Python, R Azure, JavaScript, Pandas, PyTorch, REST, Spark"
FIT0271,"Airflow, Excel, Git, Kubernetes, Power BI, TensorFlow","Airflow, Azure, Hadoop, TensorFlow",Bachelors,6.7,2.0,0,0.551,"Excel, Git, Kubernetes, Power BI",0.0,0.3333333333333333,0.5,6.0,"Airflow, Excel, Git, Kubernetes, Power BI, TensorFlow Airflow, Azure, Hadoop, TensorFlow"
FIT0273,"Power BI, PyTorch, React, Scikit-learn, TensorFlow","AWS, Docker, GCP, Git",Masters,3.4,0.0,0,0.312,"Power BI, PyTorch, React, Scikit-learn, TensorFlow",1.0,0.0,0.0,5.0,"Power BI, PyTorch, React, Scikit-learn, TensorFlow AWS, Docker, GCP, Git"
FIT0275,"ETL, Kubernetes, Node.js, Scikit-learn, Tableau","CI/CD, Docker, Excel, GCP, NumPy, Pandas, R, Scikit-learn",PhD,3.6,1.0,1,0.418,"ETL, Kubernetes, Node.js, Tableau",2.0,0.2,0.125,5.0,"ETL, Kubernetes, Node.js, Scikit-learn, Tableau CI/CD, Docker, Excel, GCP, NumPy, Pandas, R, Scikit-learn"
FIT0276,"Airflow, GCP, Git, JavaScript, Spark","AWS, Airflow, Azure, Django, Flask, Kubernetes, Linux, Power BI, REST",Masters,4.3,1.0,0,0.439,"GCP, Git, JavaScript, Spark",1.0,0.2,0.1111111111111111,5.0,"Airflow, GCP, Git, JavaScript, Spark AWS, Airflow, Azure, Django, Flask, Kubernetes, Linux, Power BI, REST"
FIT0277,"AWS, GCP, Java, Node.js, React, Spark","Docker, Excel, Git, GraphQL, Node.js, Pandas, R, SQL, Scikit-learn, Spark",Bachelors,0.0,2.0,0,0.35,"AWS, GCP, Java, React",0.0,0.3333333333333333,0.2,6.0,"AWS, GCP, Java, Node.js, React, Spark Docker, Excel, Git, GraphQL, Node.js, Pandas, R, SQL, Scikit-learn, Spark"
FIT0278,"Azure, Excel, GraphQL, Java, Kubernetes, Node.js, Pandas, Scikit-learn","Airflow, CI/CD, Excel, Git, GraphQL, JavaScript, Kubernetes, PyTorch, Tableau",Masters,4.8,3.0,1,0.654,"Azure, Java, Node.js, Pandas, Scikit-learn",1.0,0.375,0.3333333333333333,8.0,"Azure, Excel, GraphQL, Java, Kubernetes, Node.js, Pandas, Scikit-learn Airflow, CI/CD, Excel, Git, GraphQL, JavaScript, Kubernetes, PyTorch, Tableau"
FIT0279,"CI/CD, Excel, Hadoop, Node.js, Pandas, Power BI, PyTorch","AWS, Airflow, Azure, Node.js, NumPy, Pandas, PyTorch, React, Scikit-learn, Tableau",Masters,6.0,3.0,1,0.69,"CI/CD, Excel, Hadoop, Power BI",1.0,0.42857142857142855,0.3,7.0,"CI/CD, Excel, Hadoop, Node.js, Pandas, Power BI, PyTorch AWS, Airflow, Azure, Node.js, NumPy, Pandas, PyTorch, React, Scikit-learn, Tableau"
FIT0280,"AWS, Azure, CI/CD, Hadoop, Node.js, TensorFlow","CI/CD, Docker, GCP, Git, Node.js, React",PhD,1.8,2.0,0,0.464,,2.0,0.3333333333333333,0.3333333333333333,6.0,"AWS, Azure, CI/CD, Hadoop, Node.js, TensorFlow CI/CD, Docker, GCP, Git, Node.js, React"
FIT0281,"ETL, GCP, GraphQL, Spark, TypeScript","Django, ETL, GCP, Hadoop, JavaScript, NumPy, SQL",PhD,3.1,2.0,0,0.503,"GraphQL, Spark, TypeScript",2.0,0.4,0.2857142857142857,5.0,"ETL, GCP, GraphQL, Spark, TypeScript Django, ETL, GCP, Hadoop, JavaScript, NumPy, SQL"
FIT0282,"Airflow, Django, ETL, GraphQL, Linux, Spark","AWS, Flask, GraphQL, NumPy, Python, SQL, TensorFlow",Bachelors,1.4,1.0,0,0.292,"Airflow, Django, ETL, Linux, Spark",0.0,0.16666666666666666,0.14285714285714285,6.0,"Airflow, Django, ETL, GraphQL, Linux, Spark AWS, Flask, GraphQL, NumPy, Python, SQL, TensorFlow"
FIT0283,"Azure, CI/CD, ETL, Java, TensorFlow","Azure, NumPy, R, Scikit-learn, Tableau, TensorFlow",Bachelors,3.2,2.0,0,0.446,"CI/CD, ETL, Java",0.0,0.4,0.3333333333333333,5.0,"Azure, CI/CD, ETL, Java, TensorFlow Azure, NumPy, R, Scikit-learn, Tableau, TensorFlow"
FIT0284,"Docker, Excel, GraphQL, Hadoop, Pandas, React, Scikit-learn","CI/CD, Flask, NumPy, TensorFlow",Bachelors,3.7,0.0,0,,"Docker, Excel, GraphQL, Hadoop, Pandas, React, Scikit-learn",0.0,0.0,0.0,7.0,"Docker, Excel, GraphQL, Hadoop, Pandas, React, Scikit-learn CI/CD, Flask, NumPy, TensorFlow"
,"Docker, Git, JavaScript, Python, Tableau","ETL, JavaScript, Node.js, R, REST, SQL, Spark, Tableau, TensorFlow, TypeScript",Bachelors,8.4,,1,0.602,"Docker, Git, Python",0.0,0.4,0.2,5.0,"Docker, Git, JavaScript, Python, Tableau ETL, JavaScript, Node.js, R, REST, SQL, Spark, Tableau, TensorFlow, TypeScript"
FIT0286,"AWS, Azure, PyTorch, R, TensorFlow, TypeScript","ETL, GraphQL, Hadoop, Node.js, NumPy, Power BI, REST, SQL, Scikit-learn, Tableau",,4.2,0.0,0,0.276,"AWS, Azure, PyTorch, R, TensorFlow, TypeScript",0.0,0.0,0.0,6.0,"AWS, Azure, PyTorch, R, TensorFlow, TypeScript ETL, GraphQL, Hadoop, Node.js, NumPy, Power BI, REST, SQL, Scikit-learn, Tableau"
FIT0287,"Azure, Excel, Node.js, Pandas, Tableau","Docker, Excel, Flask, Git, Kubernetes, Linux, NumPy, R, SQL, Tableau",Bachelors,4.5,2.0,0,0.485,"Azure, Node.js, Pandas",0.0,0.4,0.2,5.0,"Azure, Excel, Node.js, Pandas, Tableau Docker, Excel, Flask, Git, Kubernetes, Linux, NumPy, R, SQL, Tableau"
fit0288,"aws, azure, etl, hadoop, linux, pandas, python, typescript","ci/cd, docker, etl, graphql, kubernetes, pandas, power bi, pytorch, spark",bachelors,0.2,2.0,0,0.356,"aws, azure, hadoop, linux, python, typescript",0.0,0.25,0.2222222222222222,8.0,"aws, azure, etl, hadoop, linux, pandas, python, typescript ci/cd, docker, etl, graphql, kubernetes, pandas, power bi, pytorch, spark"
FIT0289,"GraphQL, Java, JavaScript, Pandas, PyTorch, R, REST, SQL","Docker, ETL, Excel, Java, JavaScript, PyTorch, Scikit-learn, TensorFlow, TypeScript",Bachelors,3.8,3.0,0,0.564,"GraphQL, Pandas, R, REST, SQL",0.0,0.375,0.3333333333333333,8.0,"GraphQL, Java, JavaScript, Pandas, PyTorch, R, REST, SQL Docker, ETL, Excel, Java, JavaScript, PyTorch, Scikit-learn, TensorFlow, TypeScript"
FIT0290,"AWS, CI/CD, Java, Power BI, React, Spark","AWS, GCP, Linux, React",Bachelors,3.6,2.0,0,0.458,"CI/CD, Java, Power BI, Spark",0.0,0.3333333333333333,0.5,6.0,"AWS, CI/CD, Java, Power BI, React, Spark AWS, GCP, Linux, React"
FIT0291,"Airflow, Azure, ETL, Flask, Python, Spark","CI/CD, Docker, ETL, Kubernetes, SQL, Spark",Bachelors,6.3,2.0,0,0.539,"Airflow, Azure, Flask, Python",0.0,0.3333333333333333,0.3333333333333333,6.0,"Airflow, Azure, ETL, Flask, Python, Spark CI/CD, Docker, ETL, Kubernetes, SQL, Spark"
FIT0292,"Excel, GCP, Git, Java, Power BI, Python","Flask, Node.js, Pandas, SQL, TypeScript",No Degree,2.8,0.0,0,0.234,"Excel, GCP, Git, Java, Power BI, Python",0.0,0.0,0.0,6.0,"Excel, GCP, Git, Java, Power BI, Python Flask, Node.js, Pandas, SQL, TypeScript"
FIT0293,"Flask, Linux, NumPy, Python, React","CI/CD, Docker, ETL, Git, Kubernetes, R, REST, SQL, TensorFlow, TypeScript",Bachelors,4.7,0.0,1,0.291,"Flask, Linux, NumPy, Python, React",0.0,0.0,0.0,5.0,"Flask, Linux, NumPy, Python, React CI/CD, Docker, ETL, Git, Kubernetes, R, REST, SQL, TensorFlow, TypeScript"
FIT0294,"Airflow, Django, Docker, ETL, GCP, Scikit-learn, Spark","Airflow, Azure, CI/CD, Hadoop, Java, R, Spark",Bachelors,3.8,2.0,0,0.464,"Django, Docker, ETL, GCP, Scikit-learn",0.0,0.2857142857142857,0.2857142857142857,7.0,"Airflow, Django, Docker, ETL, GCP, Scikit-learn, Spark Airflow, Azure, CI/CD, Hadoop, Java, R, Spark"
FIT0295,"Excel, GraphQL, Power BI, R, SQL","Azure, Flask, Java, PyTorch, REST, Spark, Tableau, TensorFlow",Bachelors,3.1,0.0,0,0.243,"Excel, GraphQL, Power BI, R, SQL",0.0,0.0,0.0,5.0,"Excel, GraphQL, Power BI, R, SQL Azure, Flask, Java, PyTorch, REST, Spark, Tableau, TensorFlow"
FIT0296,"CI/CD, Excel, Kubernetes, Linux, Node.js, PyTorch, React","AWS, Flask, GraphQL, Hadoop, Node.js, NumPy, R, Scikit-learn, Spark",Masters,3.9,1.0,1,0.427,"CI/CD, Excel, Kubernetes, Linux, PyTorch, React",1.0,0.14285714285714285,0.1111111111111111,7.0,"CI/CD, Excel, Kubernetes, Linux, Node.js, PyTorch, React AWS, Flask, GraphQL, Hadoop, Node.js, NumPy, R, Scikit-learn, Spark"
FIT0297,"Django, ETL, Flask, Java, Linux, Power BI, REST, React","Flask, Java, Linux, Node.js, SQL, Spark, TensorFlow",Bachelors,5.7,3.0,1,0.621,"Django, ETL, Power BI, REST, React",0.0,0.375,0.42857142857142855,8.0,"Django, ETL, Flask, Java, Linux, Power BI, REST, React Flask, Java, Linux, Node.js, SQL, Spark, TensorFlow"
FIT0298,"ETL, GCP, Hadoop, Kubernetes, Linux, PyTorch, React, TypeScript","GraphQL, Java, NumPy, Pandas, Python, R, Spark, TypeScript",Bachelors,2.3,1.0,0,0.319,"ETL, GCP, Hadoop, Kubernetes, Linux, PyTorch, React",0.0,0.125,0.125,8.0,"ETL, GCP, Hadoop, Kubernetes, Linux, PyTorch, React, TypeScript GraphQL, Java, NumPy, Pandas, Python, R, Spark, TypeScript"
FIT0299,"AWS, GCP, Git, JavaScript, Tableau","AWS, Django, Hadoop, Pandas, PyTorch, SQL, Spark, TypeScript",Bachelors,2.2,1.0,1,0.316,"GCP, Git, JavaScript, Tableau",0.0,0.2,0.125,5.0,"AWS, GCP, Git, JavaScript, Tableau AWS, Django, Hadoop, Pandas, PyTorch, SQL, Spark, TypeScript"
FIT0300,"CI/CD, Git, PyTorch, Python, TensorFlow","AWS, ETL, JavaScript, Node.js, Pandas, PyTorch, R, SQL",Bachelors,5.0,1.0,1,0.4,"CI/CD, Git, Python, TensorFlow",0.0,0.2,0.125,5.0,"CI/CD, Git, PyTorch, Python, TensorFlow AWS, ETL, JavaScript, Node.js, Pandas, PyTorch, R, SQL"
